,Order ID,Restaurant Name,State,City,Pizza Type,Pizza Size,Toppings Count,Topping Density,Pizza Complexity,Order Month,Order Time,Delivery Time,Delivery Duration (min),Estimated Duration (min),Delay (min),Delay Status,Distance (km),Traffic Level,Payment Category,Payment Method,Is Peak Hour,Is Weekend
158,ORD159,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,Medium Density,High,August,7:30,8:00,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
159,ORD160,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,4,Medium Density,Low,August,12:45,1:15,30,33,-3,Early,5.5,High,Offline,Cash,FALSE,TRUE
160,ORD161,Domino's,Colorado,Denver,Veg,Large,3,Low Density,Medium,August,6:15,6:45,30,36,-6,Early,6,Medium,Offline,Domino's Cash,TRUE,TRUE
161,ORD162,Papa John's,Massachusetts,Boston,Vegan,Small,2,Low Density,Very Low,August,8:00,8:30,30,27,3,Delayed,4.5,Low,Online,Card,TRUE,FALSE
162,ORD163,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,August,6:10,6:35,25,18,7,Delayed,3,High,Online,UPI,TRUE,FALSE
163,ORD164,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,August,7:20,7:50,30,39,-9,Early,6.5,Medium,Online,Wallet,TRUE,FALSE
164,ORD165,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,4,Medium Density,Low,August,1:15,1:45,30,30,0,On Time,5,High,Offline,Cash,FALSE,FALSE
165,ORD166,Domino's,Florida,Miami,Veg,Large,3,Low Density,Medium,August,6:25,6:55,30,36,-6,Early,6,Medium,Offline,Domino's Cash,TRUE,FALSE
166,ORD167,Papa John's,Colorado,Denver,Vegan,Small,2,Low Density,Very Low,August,8:05,8:35,30,24,6,Delayed,4,Low,Online,Card,TRUE,TRUE
167,ORD168,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,August,6:00,6:25,25,21,4,Delayed,3.5,High,Online,UPI,TRUE,TRUE
168,ORD169,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,Medium Density,High,August,7:30,8:00,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
169,ORD170,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,4,Medium Density,Low,August,1:00,1:30,30,33,-3,Early,5.5,Low,Offline,Cash,FALSE,FALSE
170,ORD171,Domino's,Colorado,Denver,Veg,Large,3,Low Density,Medium,August,6:15,6:45,30,36,-6,Early,6,High,Offline,Domino's Cash,TRUE,FALSE
171,ORD172,Papa John's,Massachusetts,Boston,Vegan,Small,2,Low Density,Very Low,August,8:00,8:30,30,27,3,Delayed,4.5,Medium,Online,Card,TRUE,FALSE
172,ORD173,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,August,6:10,6:35,25,18,7,Delayed,3,Low,Online,UPI,TRUE,FALSE
173,ORD174,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,August,7:20,7:50,30,39,-9,Early,6.5,High,Online,Wallet,TRUE,TRUE
174,ORD175,Marco's Pizza,Georgia,Atlanta,Non-Veg,Medium,3,High Density,Low,June,1:00,1:20,20,18,2,Delayed,3,Medium,Online,Card,FALSE,FALSE
175,ORD176,Domino's,Colorado,Denver,Veg,Large,4,High Density,Medium,June,6:30,6:50,20,27,-7,Early,4.5,Low,Online,UPI,TRUE,FALSE
176,ORD177,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,June,8:15,8:40,25,12,13,Delayed,2,High,Offline,Cash,TRUE,TRUE
177,ORD178,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,June,6:30,6:50,20,18,2,Delayed,3,High,Online,UPI,TRUE,TRUE
178,ORD179,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,June,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
179,ORD180,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,3,High Density,Low,June,1:00,1:20,20,21,-1,Early,3.5,Medium,Online,Wallet,FALSE,FALSE
180,ORD181,Domino's,Florida,Miami,Veg,Large,4,High Density,Medium,June,6:30,6:55,25,27,-2,Early,4.5,High,Online,Card,TRUE,FALSE
181,ORD182,Papa John's,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,June,8:00,8:25,25,18,7,Delayed,3,Medium,Online,UPI,TRUE,FALSE
182,ORD183,Little Caesars,Georgia,Atlanta,Vegan,Small,2,Medium Density,Very Low,June,7:15,7:35,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
183,ORD184,Pizza Hut,Illinois,Chicago,Cheese Burst,X-Large,5,High Density,High,June,7:45,8:10,25,24,1,Delayed,4,High,Online,Wallet,TRUE,TRUE
184,ORD185,Marco's Pizza,Florida,Miami,Non-Veg,Medium,3,High Density,Low,June,1:00,1:20,20,21,-1,Early,3.5,Low,Online,Card,FALSE,TRUE
185,ORD186,Domino's,California,Los Angeles,Veg,Large,4,High Density,Medium,July,6:30,6:50,20,27,-7,Early,4.5,Medium,Online,UPI,TRUE,FALSE
186,ORD187,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,July,8:15,8:40,25,12,13,Delayed,2,High,Offline,Cash,TRUE,FALSE
187,ORD188,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,July,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
188,ORD189,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,High Density,High,July,7:45,8:10,25,24,1,Delayed,4,Medium,Online,Card,TRUE,FALSE
189,ORD190,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,High Density,Low,July,1:00,1:20,20,21,-1,Early,3.5,High,Online,UPI,FALSE,FALSE
190,ORD191,Domino's,Colorado,Denver,Veg,Large,4,High Density,Medium,July,6:30,6:50,20,27,-7,Early,4.5,Low,Offline,Cash,TRUE,TRUE
191,ORD192,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,July,8:15,8:40,25,12,13,Delayed,2,High,Online,Wallet,TRUE,TRUE
192,ORD193,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,July,6:30,6:50,20,18,2,Delayed,3,High,Online,UPI,TRUE,FALSE
193,ORD194,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,July,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
194,ORD195,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,3,High Density,Low,July,1:00,1:20,20,21,-1,Early,3.5,Medium,Online,Wallet,FALSE,FALSE
195,ORD196,Domino's,Florida,Miami,Veg,Large,4,High Density,Medium,July,6:30,6:50,20,24,-4,Early,4,High,Online,Card,TRUE,FALSE
196,ORD197,Papa John's,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,July,8:00,8:25,25,18,7,Delayed,3,Low,Online,UPI,TRUE,FALSE
197,ORD198,Little Caesars,Texas,Houston,Vegan,Small,2,Medium Density,Very Low,July,7:15,7:35,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
198,ORD199,Pizza Hut,Arizona,Phoenix,Cheese Burst,X-Large,5,High Density,High,July,7:45,8:10,25,27,-2,Early,4.5,High,Online,Wallet,TRUE,TRUE
199,ORD200,Marco's Pizza,Georgia,Atlanta,Non-Veg,Medium,3,High Density,Low,July,1:00,1:20,20,18,2,Delayed,3,Medium,Online,Card,FALSE,FALSE
200,ORD201,Domino's,New York,New York,Veg,Large,3,Medium Density,Medium,July,6:30,6:55,25,30,-5,Early,5,High,Online,Card,TRUE,FALSE
201,ORD202,Papa John's,California,Los Angeles,Non-Veg,Medium,4,High Density,Low,July,7:00,7:30,30,21,9,Delayed,3.5,Medium,Online,UPI,TRUE,FALSE
202,ORD203,Little Caesars,Illinois,Chicago,Vegan,Small,2,Low Density,Very Low,July,8:15,8:40,25,24,1,Delayed,4,Low,Offline,Cash,TRUE,FALSE
203,ORD204,Pizza Hut,Texas,Houston,Cheese Burst,X-Large,5,Medium Density,High,July,7:45,8:10,25,36,-11,Early,6,High,Online,Wallet,TRUE,FALSE
204,ORD205,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,July,1:00,1:25,25,18,7,Delayed,3,Low,Online,Card,FALSE,TRUE
205,ORD206,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,July,6:30,6:55,25,30,-5,Early,5,High,Online,UPI,TRUE,TRUE
206,ORD207,Papa John's,Colorado,Denver,Vegan,Small,2,Medium Density,Very Low,July,8:15,8:40,25,15,10,Delayed,2.5,Medium,Offline,Cash,TRUE,FALSE
207,ORD208,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,July,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
208,ORD209,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,High Density,High,July,7:45,8:10,25,24,1,Delayed,4,High,Online,Card,TRUE,FALSE
209,ORD210,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,High Density,Low,July,1:00,1:20,20,21,-1,Early,3.5,Low,Online,UPI,FALSE,FALSE
210,ORD211,Domino's,Colorado,Denver,Veg,Large,4,High Density,Medium,July,6:30,6:50,20,27,-7,Early,4.5,Medium,Offline,Cash,TRUE,FALSE
211,ORD212,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,July,8:15,8:40,25,12,13,Delayed,2,High,Online,Wallet,TRUE,TRUE
212,ORD213,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,July,6:30,6:50,20,18,2,Delayed,3,High,Online,UPI,TRUE,TRUE
213,ORD214,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,July,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
214,ORD215,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,3,High Density,Low,July,1:00,1:20,20,21,-1,Early,3.5,Medium,Online,Wallet,FALSE,FALSE
215,ORD216,Domino's,Florida,Miami,Veg,Large,4,High Density,Medium,July,6:30,6:50,20,24,-4,Early,4,High,Online,Card,TRUE,FALSE
216,ORD217,Papa John's,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,August,8:00,8:25,25,18,7,Delayed,3,Low,Online,UPI,TRUE,FALSE
217,ORD218,Little Caesars,Texas,Houston,Vegan,Small,2,Medium Density,Very Low,August,7:15,7:35,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
218,ORD219,Pizza Hut,Arizona,Phoenix,Cheese Burst,X-Large,5,High Density,High,August,7:45,8:10,25,27,-2,Early,4.5,High,Online,Wallet,TRUE,TRUE
219,ORD220,Marco's Pizza,Georgia,Atlanta,Non-Veg,Medium,3,High Density,Low,August,1:00,1:20,20,18,2,Delayed,3,Medium,Online,Card,FALSE,TRUE
220,ORD221,Domino's,New York,New York,Veg,Large,3,Medium Density,Medium,August,6:30,6:55,25,30,-5,Early,5,High,Online,Card,TRUE,FALSE
221,ORD222,Papa John's,California,Los Angeles,Non-Veg,Medium,4,High Density,Low,August,7:00,7:30,30,21,9,Delayed,3.5,Medium,Online,UPI,TRUE,FALSE
222,ORD223,Little Caesars,Illinois,Chicago,Vegan,Small,2,Low Density,Very Low,August,8:15,8:40,25,24,1,Delayed,4,Low,Offline,Cash,TRUE,FALSE
223,ORD224,Pizza Hut,Texas,Houston,Cheese Burst,X-Large,5,Medium Density,High,August,7:45,8:10,25,36,-11,Early,6,High,Online,Wallet,TRUE,FALSE
224,ORD225,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,August,1:00,1:25,25,18,7,Delayed,3,Low,Online,Card,FALSE,FALSE
225,ORD226,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,August,6:30,6:55,25,30,-5,Early,5,High,Online,UPI,TRUE,TRUE
226,ORD227,Papa John's,Colorado,Denver,Vegan,Small,2,Medium Density,Very Low,August,8:15,8:40,25,15,10,Delayed,2.5,Medium,Offline,Cash,TRUE,TRUE
227,ORD228,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,August,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
228,ORD229,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,August,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
229,ORD230,Domino's,New York,New York,Veg,Large,3,Medium Density,Medium,August,6:30,7:05,35,30,5,Delayed,5,High,Online,UPI,TRUE,FALSE
230,ORD231,Papa John's,Illinois,Chicago,Non-Veg,Medium,4,High Density,Low,August,8:15,8:40,25,21,4,Delayed,3.5,Medium,Online,Card,TRUE,FALSE
231,ORD232,Little Caesars,Texas,Houston,Vegan,Small,2,High Density,Very Low,August,7:00,7:20,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,FALSE
232,ORD233,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,August,1:00,1:30,30,18,12,Delayed,3,High,Online,UPI,FALSE,TRUE
233,ORD234,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,August,6:30,7:10,40,30,10,Delayed,5,High,Online,Card,TRUE,TRUE
234,ORD235,Papa John's,Colorado,Denver,Vegan,Small,2,Medium Density,Very Low,August,8:15,8:35,20,15,5,Delayed,2.5,Medium,Offline,Cash,TRUE,FALSE
235,ORD236,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,August,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
236,ORD237,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,High Density,High,August,7:45,8:15,30,24,6,Delayed,4,High,Online,Card,TRUE,FALSE
237,ORD238,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,High Density,Low,August,1:00,1:25,25,21,4,Delayed,3.5,Low,Online,UPI,FALSE,FALSE
238,ORD239,Domino's,Colorado,Denver,Veg,Large,4,High Density,Medium,August,6:30,6:50,20,27,-7,Early,4.5,Medium,Offline,Cash,TRUE,FALSE
239,ORD240,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,August,8:15,8:40,25,12,13,Delayed,2,High,Online,Wallet,TRUE,TRUE
240,ORD241,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,August,6:30,6:50,20,18,2,Delayed,3,High,Online,UPI,TRUE,TRUE
241,ORD242,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,August,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
242,ORD243,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,3,High Density,Low,August,1:00,1:20,20,21,-1,Early,3.5,Medium,Online,Wallet,FALSE,FALSE
243,ORD244,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,August,6:30,6:55,25,30,-5,Early,5,High,Online,Card,TRUE,FALSE
244,ORD245,Papa John's,Colorado,Denver,Vegan,Small,2,Medium Density,Very Low,August,8:15,8:40,25,15,10,Delayed,2.5,Medium,Offline,Cash,TRUE,FALSE
245,ORD246,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,August,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
246,ORD247,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,High Density,High,August,7:45,8:10,25,24,1,Delayed,4,High,Online,Card,TRUE,TRUE
247,ORD248,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,High Density,Low,September,1:00,1:20,20,21,-1,Early,3.5,Low,Online,UPI,FALSE,TRUE
248,ORD249,Domino's,Colorado,Denver,Veg,Large,4,High Density,Medium,September,6:30,6:50,20,27,-7,Early,4.5,Medium,Offline,Cash,TRUE,FALSE
249,ORD250,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,September,8:15,8:40,25,12,13,Delayed,2,High,Online,Wallet,TRUE,FALSE
250,ORD251,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,September,6:30,6:50,20,18,2,Delayed,3,High,Online,UPI,TRUE,FALSE
251,ORD252,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,September,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
252,ORD253,Marco's Pizza,Illinois,Chicago,Non-Veg,Medium,3,High Density,Low,September,1:00,1:20,20,21,-1,Early,3.5,Medium,Online,Wallet,FALSE,FALSE
253,ORD254,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,September,6:30,6:55,25,30,-5,Early,5,High,Online,Card,TRUE,TRUE
254,ORD255,Papa John's,Colorado,Denver,Vegan,Small,2,Medium Density,Very Low,September,8:15,8:40,25,15,10,Delayed,2.5,Medium,Offline,Cash,TRUE,TRUE
255,ORD256,Little Caesars,Massachusetts,Boston,Non-Veg,Medium,3,High Density,Low,September,6:30,6:50,20,21,-1,Early,3.5,Low,Online,Wallet,TRUE,FALSE
256,ORD257,Domino's,California,San Francisco,Veg,Large,3,Medium Density,Medium,September,6:00,6:25,25,30,-5,Early,5,High,Offline,Cash,TRUE,FALSE
257,ORD258,Domino's,Texas,Austin,Non-Veg,Medium,2,Low Density,Very Low,September,7:15,7:35,20,21,-1,Early,3.5,Medium,Online,Card,TRUE,FALSE
258,ORD259,Domino's,Washington,Seattle,Vegan,Small,1,Low Density,Very Low,September,8:30,8:50,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,FALSE
259,ORD260,Domino's,Illinois,Chicago,Cheese Burst,X-Large,5,High Density,High,September,6:45,7:10,25,27,-2,Early,4.5,High,Online,UPI,TRUE,FALSE
260,ORD261,Domino's,Florida,Miami,Non-Veg,Medium,3,High Density,Low,September,7:00,7:20,20,18,2,Delayed,3,Medium,Offline,Cash,TRUE,TRUE
261,ORD262,Domino's,Colorado,Denver,Veg,Large,4,Medium Density,Medium,September,8:00,8:25,25,30,-5,Early,5,High,Online,Card,TRUE,TRUE
262,ORD263,Domino's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,September,6:30,6:50,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,FALSE
263,ORD264,Domino's,Texas,Dallas,Cheese Burst,X-Large,5,High Density,High,September,7:45,8:10,25,27,-2,Early,4.5,Medium,Online,UPI,TRUE,FALSE
264,ORD265,Domino's,California,Los Angeles,Non-Veg,Medium,3,High Density,Low,September,6:00,6:20,20,21,-1,Early,3.5,High,Offline,Cash,TRUE,FALSE
265,ORD266,Domino's,New York,New York,Veg,Large,4,Medium Density,Medium,September,8:15,8:40,25,30,-5,Early,5,High,Online,Card,TRUE,FALSE
266,ORD267,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,September,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Cash,TRUE,FALSE
267,ORD268,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,September,7:15,7:45,30,36,-6,Early,6,Medium,Online,Card,TRUE,FALSE
268,ORD269,Pizza Hut,Washington,Seattle,Cheese Burst,X-Large,5,Medium Density,High,September,8:30,9:10,40,48,-8,Early,8,High,Online,Wallet,TRUE,FALSE
269,ORD270,Little Caesars,Illinois,Chicago,Vegan,Small,1,Low Density,Very Low,September,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,UPI,TRUE,FALSE
270,ORD271,Marco's Pizza,Florida,Miami,Non-Veg,Large,4,Low Density,Medium,September,7:00,7:50,50,60,-10,Early,10,High,Offline,Cash,TRUE,TRUE
271,ORD272,Domino's,Colorado,Denver,Veg,Medium,3,Low Density,Low,September,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Card,TRUE,TRUE
272,ORD273,Papa John's,Massachusetts,Boston,Vegan,Small,2,High Density,Very Low,September,6:30,6:50,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,FALSE
273,ORD274,Pizza Hut,Texas,Dallas,Cheese Burst,X-Large,5,Medium Density,High,September,7:45,8:25,40,45,-5,Early,7.5,High,Online,UPI,TRUE,FALSE
274,ORD275,Little Caesars,California,Los Angeles,Non-Veg,Medium,3,Medium Density,Low,September,6:00,6:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,FALSE
275,ORD276,Marco's Pizza,New York,New York,Veg,Large,4,Low Density,Medium,September,8:15,9:00,45,54,-9,Early,9,High,Online,Card,TRUE,FALSE
276,ORD278,Domino's,New York,New York,Veg,Large,3,Medium Density,Medium,September,6:45,7:10,25,30,-5,Early,5,High,Offline,Domino's Cash,TRUE,TRUE
277,ORD279,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,September,8:00,8:30,30,39,-9,Early,6.5,Medium,Online,Card,TRUE,FALSE
278,ORD280,Papa John's,Illinois,Chicago,Non-Veg,Medium,4,High Density,Low,September,7:15,7:35,20,24,-4,Early,4,Low,Online,UPI,TRUE,FALSE
279,ORD281,Little Caesars,Texas,Houston,Vegan,Small,2,Low Density,Very Low,September,6:30,7:05,35,45,-10,Early,7.5,High,Online,Wallet,TRUE,FALSE
280,ORD282,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,September,1:00,1:20,20,21,-1,Early,3.5,Low,Online,Card,FALSE,FALSE
281,ORD283,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,September,6:45,7:15,30,36,-6,Early,6,Medium,Offline,Domino's Cash,TRUE,FALSE
282,ORD284,Pizza Hut,Colorado,Denver,Cheese Burst,X-Large,5,High Density,High,September,8:15,8:40,25,30,-5,Early,5,Low,Online,UPI,TRUE,TRUE
283,ORD285,Papa John's,Massachusetts,Boston,Vegan,Small,2,Low Density,Very Low,September,7:30,7:55,25,24,1,Delayed,4,High,Online,Wallet,TRUE,TRUE
284,ORD286,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,September,6:00,6:20,20,18,2,Delayed,3,Medium,Online,Card,TRUE,FALSE
285,ORD287,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,Low Density,Low,September,1:15,1:45,30,36,-6,Early,6,High,Online,UPI,FALSE,FALSE
286,ORD288,Domino's,New York,New York,Veg,Large,4,Medium Density,Medium,September,6:30,7:00,30,33,-3,Early,5.5,High,Offline,Domino's Cash,TRUE,FALSE
287,ORD289,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,September,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,FALSE
288,ORD290,Papa John's,Illinois,Chicago,Non-Veg,Medium,4,High Density,Low,September,8:15,8:40,25,21,4,Delayed,3.5,Medium,Online,Card,TRUE,FALSE
289,ORD291,Little Caesars,Texas,Houston,Vegan,Small,2,High Density,Very Low,September,6:30,6:50,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,TRUE
290,ORD292,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,September,1:00,1:20,20,18,2,Delayed,3,Low,Online,UPI,FALSE,TRUE
291,ORD293,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,September,6:30,6:55,25,30,-5,Early,5,High,Offline,Domino's Cash,TRUE,FALSE
292,ORD294,Pizza Hut,Colorado,Denver,Cheese Burst,X-Large,5,High Density,High,October,7:45,8:10,25,24,1,Delayed,4,High,Online,Card,TRUE,FALSE
293,ORD295,Papa John's,Massachusetts,Boston,Vegan,Small,2,Medium Density,Very Low,October,8:15,8:40,25,15,10,Delayed,2.5,Medium,Online,Wallet,TRUE,FALSE
294,ORD296,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,October,6:30,6:50,20,21,-1,Early,3.5,Low,Online,UPI,TRUE,FALSE
295,ORD297,Marco's Pizza,Washington,Seattle,Non-Veg,Medium,3,High Density,Low,October,1:00,1:20,20,21,-1,Early,3.5,Low,Online,Card,FALSE,FALSE
296,ORD298,Domino's,New York,New York,Veg,Large,4,Medium Density,Medium,October,6:30,6:55,25,30,-5,Early,5,High,Offline,Domino's Cash,TRUE,TRUE
297,ORD299,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,High Density,High,October,7:45,8:10,25,27,-2,Early,4.5,Low,Offline,Cash,TRUE,TRUE
298,ORD300,Papa John's,Illinois,Chicago,Non-Veg,Medium,4,High Density,Low,October,8:15,8:40,25,21,4,Delayed,3.5,Medium,Online,Card,TRUE,FALSE
299,ORD301,Little Caesars,Texas,Houston,Vegan,Small,2,High Density,Very Low,October,6:30,6:50,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,FALSE
300,ORD302,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,High Density,Low,October,1:00,1:20,20,18,2,Delayed,3,Low,Online,UPI,FALSE,FALSE
301,ORD303,Domino's,Florida,Miami,Veg,Large,4,Medium Density,Medium,October,6:30,6:55,25,30,-5,Early,5,High,Offline,Domino's Cash,TRUE,FALSE
302,ORD304,Pizza Hut,Colorado,Denver,Cheese Burst,X-Large,5,High Density,High,October,7:45,8:10,25,27,-2,Early,4.5,Low,Online,Card,TRUE,FALSE
303,ORD305,Papa John's,Massachusetts,Boston,Vegan,Small,2,Medium Density,Very Low,October,8:15,8:40,25,15,10,Delayed,2.5,Medium,Online,Wallet,TRUE,TRUE
304,ORD306,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,High Density,Low,October,6:30,6:50,20,21,-1,Early,3.5,Low,Online,UPI,TRUE,TRUE
305,ORD307,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,August,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
306,ORD308,Papa John's,Illinois,Chicago,Non-Veg,Large,4,Medium Density,Medium,August,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
307,ORD309,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,August,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
308,ORD310,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,August,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
309,ORD311,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,August,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
310,ORD312,Domino's,Florida,Miami,Veg,Medium,3,Low Density,Low,August,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
311,ORD313,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,September,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
312,ORD314,Pizza Hut,Massachusetts,Boston,Cheese Burst,X-Large,5,Medium Density,High,September,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
313,ORD315,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,September,6:00,6:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,FALSE
314,ORD316,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,September,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,FALSE
315,ORD317,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,September,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
316,ORD318,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,September,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
